product_id,market_name,domain,product_name,vender_name,price,is_available,measure,product_url,category_name,subcategory_name,category_url
45319,okey,https://www.okeydostavka.ru,Окорок цыпленка охлажденный 300-550г Роскар кг,"ПАО ""Птицефабрика Роскар""",256.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/okorok-tsyplenka-okhlazhdennyi-300-550g-roskar-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
45652,okey,https://www.okeydostavka.ru,Филе грудки индейки п/ф охлажденный кг,"ООО ""ЕВРОДОН"", Россия",299.0,1,кг,/spb/skidki-20/file-grudki-indeiki-p-f-okhlazhdennyi-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
46405,okey,https://www.okeydostavka.ru,Голень цыпленка охлажденная Халяль Приосколье кг,"ЗАО ""Приосколье""",295.9,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/golen-tsyplenka-okhlazhdennaia-khalial-prioskol-e-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
46410,okey,https://www.okeydostavka.ru,Филе цыпленка охлажденное Халяль Приосколье кг,"ЗАО ""Приосколье"", Россия",407.9,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-tsyplenka-okhlazhdennoe-khalial-prioskol-e-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
46451,okey,https://www.okeydostavka.ru,Филе бедра индейки п/ф охлажденный кг,"ООО ""ЕВРОДОН"", Россия",549.0,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-bedra-indeiki-p-f-okhlazhdennyi-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
46779,okey,https://www.okeydostavka.ru,Филе цыпленка замороженное Приосколье кг,"ЗАО ""Приосколье"", Россия",346.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/file-tsyplenka-zamorozhennoe-prioskol-e-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
52173,okey,https://www.okeydostavka.ru,Окорок цыпленка п/ф охлажденный кг,"ООО «Птицефабрика Акашевская», Россия",178.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/okorok-tsyplenka-p-f-okhlazhdennyi-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
52175,okey,https://www.okeydostavka.ru,Бедро цыпленка п/ф охлажденный кг,"ООО «Птицефабрика Акашевская», Россия",172.4,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/bedro-tsyplenka-p-f-okhlazhdennyi-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
52178,okey,https://www.okeydostavka.ru,Голень цыпленка п/ф охлажденный кг,"ООО «Птицефабрика Акашевская», Россия",212.9,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/golen-tsyplenka-p-f-okhlazhdennyi-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
54535,okey,https://www.okeydostavka.ru,Голень цыпленка охлажденная Северная ПФ кг,"ОАО ""ПТИЦЕФАБРИКА ""СЕВЕРНАЯ""",257.5,1,кг,/spb/miaso-ptitsa-kolbasy/ptitsa-20/golen-tsyplenka-okhlazhdennaia-severnaia-pf-kg,"Мясо, птица, колбасы",Птица,/spb/miaso-ptitsa-kolbasy/ptitsa-20
